ticker,month,monthly_ret,cpi_yoy,m2_yoy
600048,2020-04,0.09213180901143248,3.3,11.1
600048,2020-05,-0.11576354679802947,2.4,11.1
600048,2020-06,0.029247910863509752,2.5,11.1
600048,2020-07,0.05548037889039237,2.7,10.7
600048,2020-08,0.03205128205128216,2.4,10.4
600048,2020-09,-0.013043478260869601,1.7,10.9
600048,2020-10,-0.033354310887350636,0.5,10.5
600048,2020-11,0.12109375,-0.5,10.7
600048,2020-12,-0.08130081300812997,0.2,10.1
600048,2021-01,-0.12705436156763594,-0.3,9.4
600048,2021-02,0.1252715423606081,-0.2,10.1
600048,2021-03,-0.08429858429858417,0.4,9.4
600048,2021-04,-0.016163035839775186,0.9,8.1
600048,2021-05,-0.034285714285714364,1.3,8.3
600048,2021-06,-0.10946745562130178,1.1,8.6
600048,2021-07,-0.16860465116279066,1.0,8.3
600048,2021-08,0.13786213786213786,0.8,8.2
600048,2021-09,0.23178226514486377,0.7,8.3
600048,2021-10,-0.10477548111190294,1.5,8.7
600048,2021-11,0.10270700636942665,2.3,8.5
600048,2021-12,0.12851985559566792,1.5,9.0
600048,2022-01,0.004478566858605149,0.9,9.8
600048,2022-02,0.007643312101910826,0.9,9.2
600048,2022-03,0.11883691529709228,1.5,9.7
600048,2022-04,0.023728813559322104,2.1,10.5
600048,2022-05,-0.14403973509933776,2.1,11.1
600048,2022-06,0.12572533849129597,2.5,11.4
600048,2022-07,-0.04524627720504004,2.7,12.0
600048,2022-08,0.037792441511697694,2.5,12.2
600048,2022-09,0.040462427745664664,2.8,12.1
